Date,Year,Month,Day of Week,Season,Temperature (°C),Climate Type,Humidity (%),Wind Speed (km/h),Rainfall (mm),Holiday,Population Density (people/sq.km),Industrial Activity Index,Residential-Commercial Power Ratio (%),Air Quality Index (AQI),Solar Radiation (W/m²),Power Consumption (MW)
1/8/20 2:31,2020,1,Wednesday,Winter,35.7,Rainy,84.3,38,81.5,No,17969.4,66.6,62,441.9,511.7,4461.6
1/9/20 2:31,2020,1,Thursday,Winter,44.9,Clear,41.8,3.1,97,No,10562.9,64.6,67.2,144.8,247.5,5118
1/10/20 2:31,2020,1,Friday,Winter,42.7,Cloudy,77.8,1.1,133.8,Yes,11882.6,48.1,79.7,57.6,945.3,4719.5
1/11/20 2:31,2020,1,Saturday,Winter,32.5,Rainy,36.5,35.4,73.9,No,26912,6.2,60.4,471.5,399.2,3912.4
1/12/20 2:31,2020,1,Sunday,Winter,24.7,Cloudy,40,29.9,42.6,No,11131,95.1,78.1,204.8,191,3825.4
1/13/20 2:31,2020,1,Monday,Winter,32.3,Cloudy,46.9,39.7,177,No,21840.4,85.2,83.2,189.7,607.7,3403.8
1/14/20 2:31,2020,1,Tuesday,Winter,37.5,Clear,67.1,15.9,196.2,No,13674.2,48.7,65.1,167.8,465.7,4247.7
1/15/20 2:31,2020,1,Wednesday,Winter,14.1,Cloudy,56.4,16.6,4,No,14578.5,15.9,65.4,160,631.5,3917.8
1/16/20 2:31,2020,1,Thursday,Winter,24.3,Cloudy,79.6,6.9,109.3,No,15466.7,82.4,60.9,380.5,310.2,4329.1
1/17/20 2:31,2020,1,Friday,Winter,39.4,Clear,37.1,4.6,68.3,No,10765.8,43.1,75.4,458.6,440.9,4906.1
1/18/20 2:31,2020,1,Saturday,Winter,23.4,Clear,20.9,23.1,55.4,No,13544.7,39,79.6,403.7,975.3,3640.3
1/19/20 2:31,2020,1,Sunday,Winter,30,Clear,82.1,14.6,67.1,No,23010,66.5,73.7,353.3,942.9,4694.9
1/20/20 2:31,2020,1,Monday,Winter,30.6,Cloudy,85.7,3.2,127.8,No,19974.3,75.9,71.7,179.5,877.9,4682.8
1/21/20 2:31,2020,1,Tuesday,Winter,16.5,Cloudy,24.8,35.5,38.1,No,25946.6,6.3,73.6,296.1,801.2,3170.1
1/22/20 2:31,2020,1,Wednesday,Winter,22.7,Cloudy,68.9,7.9,182.6,No,11224.8,76.8,83.4,156.6,240.9,3751.1
1/23/20 2:31,2020,1,Thursday,Winter,21.7,Clear,50.3,29.9,93.2,No,27778,73.4,61,100.2,520.2,3523
1/24/20 2:31,2020,1,Friday,Winter,10.9,Rainy,83.5,11.3,65.1,No,29928,58.9,83.5,104.1,755.1,3829.6
1/25/20 2:31,2020,1,Saturday,Winter,10.8,Cloudy,90,32.5,153.1,No,10314.8,33.8,80,321.7,335.6,3026
1/26/20 2:31,2020,1,Sunday,Winter,39.1,Rainy,88.1,4.7,3.3,No,29352.8,16.5,67.2,67.3,129.8,5725.2
1/27/20 2:31,2020,1,Monday,Winter,19.6,Clear,82.2,30.2,86.4,No,14717.3,10.3,75.7,488,476.3,3762.9
1/28/20 2:31,2020,1,Tuesday,Winter,28.1,Cloudy,41.5,3.9,71.1,No,23850.9,0.1,61.5,498,482.6,4388.1
1/29/20 2:31,2020,1,Wednesday,Winter,20.5,Rainy,85,17.9,67.6,Yes,15849.7,20.6,71.4,117.2,158.6,3676.5
1/30/20 2:31,2020,1,Thursday,Winter,42.9,Cloudy,62.7,29.4,67.4,Yes,20436.3,41.1,65.2,242.3,388.6,4348.7
1/31/20 2:31,2020,1,Friday,Winter,19.1,Cloudy,24.2,6.9,6.3,No,20208.4,24.4,60.7,395.6,925.6,4026.1
2/1/20 2:31,2020,2,Saturday,Winter,25,Cloudy,56.6,11.4,30.4,No,17222.1,30.9,70.7,479.8,325.3,4436.8
2/2/20 2:31,2020,2,Sunday,Winter,40.5,Rainy,95.4,34.6,28.4,No,24350.9,39,81.8,451.1,612.2,5147.3
2/3/20 2:31,2020,2,Monday,Winter,39.5,Clear,91,35.4,197.7,No,21992.7,30.8,87.6,164.6,539.1,4187
2/4/20 2:31,2020,2,Tuesday,Winter,16.5,Cloudy,28.2,1.8,4.4,No,20165.5,72.5,79.9,88.3,875.9,4049.4
2/5/20 2:31,2020,2,Wednesday,Winter,38.1,Clear,79.5,6.7,33.4,No,29656.8,49.2,72.1,179.9,688.2,5398.4
2/6/20 2:31,2020,2,Thursday,Winter,26,Clear,84.5,4.7,194.8,No,28800.2,1.9,90,246.8,242.6,4078.3
2/7/20 2:31,2020,2,Friday,Winter,26.9,Rainy,41.7,7.2,125.7,No,29108.7,22.7,68.5,212,228.6,3990.3
2/8/20 2:31,2020,2,Saturday,Winter,14.7,Rainy,57.7,38.8,90.1,No,27626.5,71,65.6,398.2,601.7,3084.1
2/9/20 2:31,2020,2,Sunday,Winter,12.8,Clear,76.9,22.1,15.8,No,15103.1,30.1,73.9,166,141.8,3889.8
2/10/20 2:31,2020,2,Monday,Winter,35.5,Cloudy,55.1,18.7,133.9,Yes,16999.5,92,75.1,436.4,454.2,3781
2/11/20 2:31,2020,2,Tuesday,Winter,27.4,Rainy,29,39.4,27.6,No,14621.1,71.3,70.6,151.5,459.1,3733.7
2/12/20 2:31,2020,2,Wednesday,Winter,25.3,Cloudy,76.5,22.3,134.2,No,29723.5,29,80.9,212.6,276.7,3912.4
2/13/20 2:31,2020,2,Thursday,Winter,35.5,Cloudy,92.9,26.4,195.8,No,13053.2,51.6,65.5,251.5,370.9,4197.9
2/14/20 2:31,2020,2,Friday,Winter,36.8,Cloudy,72.2,13.3,106.4,No,17330.2,66.7,75.3,181,397,4763.4
2/15/20 2:31,2020,2,Saturday,Winter,15.6,Clear,81.9,15.3,42.8,No,13980.9,19.3,75,394.9,110.6,4077.4
2/16/20 2:31,2020,2,Sunday,Winter,31.4,Cloudy,48.7,23.8,125.1,Yes,14469.1,24.6,84.7,234.3,825.3,3453.8
2/17/20 2:31,2020,2,Monday,Winter,14.7,Clear,34.7,2.8,102.6,No,14941.8,50.7,87.8,449.2,961.7,3514.7
2/18/20 2:31,2020,2,Tuesday,Winter,36.3,Clear,71.4,10.2,106.6,No,22793.4,92.5,79.9,483.6,360.3,4791.3
2/19/20 2:31,2020,2,Wednesday,Winter,33,Cloudy,46.2,7.9,95.6,No,11521,34.4,69.2,436.9,200.8,4476.3
2/20/20 2:31,2020,2,Thursday,Winter,43.5,Cloudy,88.8,0.6,134.7,No,21450.6,40.2,80.7,285.2,958.2,5375.7
2/21/20 2:31,2020,2,Friday,Winter,12.4,Cloudy,29.8,21.5,114.4,No,26385.7,19.1,67.5,279.4,766.5,2917.3
2/22/20 2:31,2020,2,Saturday,Winter,12,Cloudy,54.7,22.4,197.4,No,25330.5,59.3,89,147.1,902,2710.8
2/23/20 2:31,2020,2,Sunday,Winter,19.9,Clear,51.7,15.4,165.2,Yes,13023.4,74,84.7,316.5,424.8,2878.2
2/24/20 2:31,2020,2,Monday,Winter,19.2,Cloudy,95,10.7,52.9,No,28294.6,44.1,72.9,478.7,535.7,4428.7
2/25/20 2:31,2020,2,Tuesday,Winter,18.6,Cloudy,32.3,26.1,145.2,No,25401.8,75,83.5,86.3,937.2,3007.3
2/26/20 2:31,2020,2,Wednesday,Winter,41.7,Clear,20.8,5.4,42.9,No,10106.1,30.3,72.3,388.6,513.6,4971.8
2/27/20 2:31,2020,2,Thursday,Winter,18.7,Rainy,39,20.7,156.5,No,24747.5,70.7,62.2,441.3,704.9,3129.9
2/28/20 2:31,2020,2,Friday,Winter,19.5,Rainy,85.6,30.7,29.5,No,24748.4,25.8,81.2,494,734.3,4070.1
2/29/20 2:31,2020,2,Saturday,Winter,36.6,Clear,36.7,6.6,94.7,No,19936.3,78.1,72.1,200.6,853.4,4591.4
3/1/20 2:31,2020,3,Sunday,Summer,25.7,Rainy,39.3,30.1,158.1,No,10919.6,83.1,87.9,210,977.7,3286.5
3/2/20 2:31,2020,3,Monday,Summer,37.2,Clear,30.4,30.4,56,No,21598.1,79.8,69.2,153.4,401.4,4274.4
3/3/20 2:31,2020,3,Tuesday,Summer,12.3,Cloudy,77.2,2.4,167.4,No,25314.9,21.5,85.3,405.1,322.7,3501.7
3/4/20 2:31,2020,3,Wednesday,Summer,27.1,Cloudy,25.5,0.8,128.8,Yes,15417.5,69.4,80.4,113,169.9,3449.4
3/5/20 2:31,2020,3,Thursday,Summer,11.2,Rainy,46.5,39,79.5,No,23341.4,53.9,85.6,170.5,870.9,2847.1
3/6/20 2:31,2020,3,Friday,Summer,12.2,Cloudy,42.6,7.7,84.7,No,17078.5,98.6,68.8,182.9,363.4,3457.5
3/7/20 2:31,2020,3,Saturday,Summer,41.7,Rainy,64.4,32.9,185.2,No,21477.1,36.2,73.8,218.7,144.7,4146.7
3/8/20 2:31,2020,3,Sunday,Summer,14.9,Rainy,78.4,22.5,43.6,No,17691.3,77.1,84.7,239.7,878.7,3860.7
3/9/20 2:31,2020,3,Monday,Summer,28.6,Cloudy,62.6,10.6,138.7,No,16075.2,37,79.3,301.6,558.9,4153.1
3/10/20 2:31,2020,3,Tuesday,Summer,24.4,Cloudy,94.5,5.2,141.5,No,27118.3,39.7,70.8,476.8,854.5,4353
3/11/20 2:31,2020,3,Wednesday,Summer,22.2,Rainy,96.1,19.9,184.5,No,25076.8,11.1,75.4,161.3,599,3749.2
3/12/20 2:31,2020,3,Thursday,Summer,41.5,Cloudy,48.9,16.3,142.6,No,16909,24,89.9,400.6,382.4,4524.8
3/13/20 2:31,2020,3,Friday,Summer,10.8,Clear,82.2,28,116.9,No,18692.6,16.4,82.3,354.4,216.8,3216.8
3/14/20 2:31,2020,3,Saturday,Summer,33.2,Cloudy,79.1,36.2,180.5,Yes,23834.1,15.9,78.4,102.2,493.4,3326.8
3/15/20 2:31,2020,3,Sunday,Summer,43.7,Cloudy,91.4,32.2,165.8,No,26221.6,0.9,84.8,414.7,123.9,4627
3/16/20 2:31,2020,3,Monday,Summer,29.6,Clear,55.8,11,143.4,No,23686.8,79.4,73.3,90.8,642.2,4102.3
3/17/20 2:31,2020,3,Tuesday,Summer,42.8,Cloudy,62.4,35.2,6.5,No,20818.6,46.8,88.5,382.5,484.9,5028.1
3/18/20 2:31,2020,3,Wednesday,Summer,11.8,Cloudy,53.3,33.3,74.7,No,29087.7,80.4,76.6,372.1,227.4,3083.8
3/19/20 2:31,2020,3,Thursday,Summer,24.7,Rainy,88,37.2,126.4,No,25482.9,61.3,69.8,360.2,577.2,3738
3/20/20 2:31,2020,3,Friday,Summer,19.1,Cloudy,38.4,18.3,104.5,No,12311.8,83.1,62.6,174.5,820.8,3449.9
3/21/20 2:31,2020,3,Saturday,Summer,35.6,Cloudy,39.2,30.7,63.9,No,21162.8,50.4,71.3,308,977.3,4236.5
3/22/20 2:31,2020,3,Sunday,Summer,44.3,Clear,49.8,23.7,28.9,No,18191.1,9.4,77.1,392.7,574.6,5097.6
3/23/20 2:31,2020,3,Monday,Summer,19,Rainy,38.4,12.4,110.6,No,25898.7,61.7,81.1,336.9,216.6,3531.8
3/24/20 2:31,2020,3,Tuesday,Summer,32.9,Rainy,64.9,39.8,57.2,No,10893.3,67.8,86.3,411.9,829.6,4212.1
3/25/20 2:31,2020,3,Wednesday,Summer,16.9,Rainy,30.8,1.5,46.6,No,18214.5,62.7,88.3,359.5,726.2,3890.6
3/26/20 2:31,2020,3,Thursday,Summer,29.8,Cloudy,45.6,6.5,79.8,No,16365.5,80.1,63.1,173.5,958.6,4416.7
3/27/20 2:31,2020,3,Friday,Summer,26.2,Rainy,93.1,35.7,157.1,No,12823.7,73.1,78,118.9,581.7,3743.1
3/28/20 2:31,2020,3,Saturday,Summer,44,Clear,52.7,2.4,97.6,Yes,17576.1,43.3,80,334.4,421.4,4692.1
3/29/20 2:31,2020,3,Sunday,Summer,31.3,Rainy,79.9,35.5,43.3,No,23456,81.9,65.2,391.9,966.6,4437.6
3/30/20 2:31,2020,3,Monday,Summer,22.2,Clear,29.1,28.6,23.4,No,17233.6,69.2,76.4,114,584.6,3713.3
3/31/20 2:31,2020,3,Tuesday,Summer,14,Rainy,39.8,1.5,99.8,No,21600.1,12,70,128.7,114.3,3569.4
4/1/20 2:31,2020,4,Wednesday,Summer,15.3,Rainy,84.6,17.2,158.9,No,21856.2,54,62.3,55.4,526.3,3472.7
4/2/20 2:31,2020,4,Thursday,Summer,17.9,Clear,81,30.2,130.6,Yes,21742.2,72.9,62,289.3,102.1,2948.3
4/3/20 2:31,2020,4,Friday,Summer,18.8,Rainy,50.9,23.3,46.4,No,20590.6,55.3,82.8,294,763.9,3749.5
4/4/20 2:31,2020,4,Saturday,Summer,39.8,Rainy,96.4,37.4,87.3,No,12339.8,94.9,78.5,275,609.4,4766.7
4/5/20 2:31,2020,4,Sunday,Summer,29.6,Rainy,92.9,34.7,171,No,14369.1,10.1,81.5,192.2,198.8,3861.3
4/6/20 2:31,2020,4,Monday,Summer,28.3,Cloudy,97,13.3,35.5,No,26001.3,72.2,80.6,242.5,831.7,4942
4/7/20 2:31,2020,4,Tuesday,Summer,14,Clear,54.2,3.4,106.4,Yes,20047.3,82.4,64,394.8,582.8,3143.4
4/8/20 2:31,2020,4,Wednesday,Summer,40.1,Rainy,35.8,37.8,71.2,Yes,24121.5,70.3,64.5,131.8,202.7,3751.6
4/9/20 2:31,2020,4,Thursday,Summer,35.3,Clear,70.1,20.7,24.8,No,21398.2,38.6,67.6,140.7,244,4928.2
4/10/20 2:31,2020,4,Friday,Summer,12.4,Clear,74.8,3,10,No,10773.8,38.5,72,350.1,839.9,4256.8
4/11/20 2:31,2020,4,Saturday,Summer,34.8,Clear,30,32.7,111.2,Yes,25924.3,58.7,88.2,440.1,419.9,3329.9
4/12/20 2:31,2020,4,Sunday,Summer,29,Rainy,82.9,34.7,4.1,No,11286.5,39.7,80.2,203.2,839,4564.8
4/13/20 2:31,2020,4,Monday,Summer,12.9,Rainy,21.4,25.6,20.7,No,28863.5,88.3,67.7,469.7,162.6,3242.5
4/14/20 2:31,2020,4,Tuesday,Summer,26,Clear,58.6,17.9,69.5,No,14307.5,11,61.7,76,319.5,4182.6
4/15/20 2:31,2020,4,Wednesday,Summer,27,Cloudy,46.5,26.5,8.7,No,20248.1,63.9,80.5,103.3,788.1,4239.8
4/16/20 2:31,2020,4,Thursday,Summer,15.8,Clear,79.2,28.3,80.1,No,11271.8,13.4,78.8,257,677.5,3616.6
4/17/20 2:31,2020,4,Friday,Summer,43.1,Cloudy,45,35.7,26.1,No,27898.6,54,80.3,375.6,376.1,4760.4
4/18/20 2:31,2020,4,Saturday,Summer,39.7,Clear,86.1,38.2,70,No,29598.8,71.6,67.8,216.9,942.4,4734.3
4/19/20 2:31,2020,4,Sunday,Summer,33.4,Clear,67.6,20.6,158.2,No,12925.9,16.6,75.5,299.6,290,4144.1
4/20/20 2:31,2020,4,Monday,Summer,26.2,Clear,83.5,31.9,125.3,Yes,15915.7,70.4,70.9,62.9,864.8,3379
4/21/20 2:31,2020,4,Tuesday,Summer,24.4,Rainy,99.1,38.6,89.1,No,10317.5,14,84.5,257.8,726.2,3995.1
4/22/20 2:31,2020,4,Wednesday,Summer,32.8,Cloudy,74.3,6,18.4,No,25739.3,62.1,62.1,159.2,209,5169.7
4/23/20 2:31,2020,4,Thursday,Summer,29.1,Cloudy,98.8,0.7,123.8,No,16229.3,50.6,68.3,282.4,599.6,4808.7
4/24/20 2:31,2020,4,Friday,Summer,12.2,Clear,22.3,34.8,32.7,No,21776.7,29.8,78.1,286.6,936.9,2973.2
4/25/20 2:31,2020,4,Saturday,Summer,27.9,Rainy,47.1,7.8,15.3,No,10784.4,11.2,66.2,388.9,657,4634.6
4/26/20 2:31,2020,4,Sunday,Summer,38.2,Rainy,28.6,1.7,132.8,No,24309.2,73.6,80.2,292.9,575.9,4499.5
4/27/20 2:31,2020,4,Monday,Summer,26.1,Cloudy,41,6.4,182.4,No,20588.1,38.2,64.1,326.4,429.7,3673.4
4/28/20 2:31,2020,4,Tuesday,Summer,11.8,Rainy,87.1,15.4,92.1,No,24499.6,8.7,60.7,288.3,809.9,3694.1
4/29/20 2:31,2020,4,Wednesday,Summer,37.5,Cloudy,22.6,8.8,8.2,No,25791.3,77.3,85.9,495.7,921.8,4885.4
4/30/20 2:31,2020,4,Thursday,Summer,17,Cloudy,61.6,12.2,176.1,No,11784.9,23.3,70,406.2,778,3344
5/1/20 2:31,2020,5,Friday,Summer,19.1,Cloudy,65.4,39,13.4,No,21561.8,73.6,64.7,390,752.7,3759.1
5/2/20 2:31,2020,5,Saturday,Summer,15.8,Rainy,64.9,28.2,173.5,No,22998.9,56.5,65.2,332.3,273.2,3006.1
5/3/20 2:31,2020,5,Sunday,Summer,21.6,Cloudy,58,28.5,78.4,No,20334.4,19.5,86.6,287.8,850.6,3696.5
5/4/20 2:31,2020,5,Monday,Summer,36.5,Cloudy,83.2,3.8,73.1,No,13648.2,7.6,79.6,205.1,136.6,5215.7
5/5/20 2:31,2020,5,Tuesday,Summer,28.2,Clear,30.7,29.3,108.6,No,25911.9,59.3,88.7,402.8,781.6,3587.3
5/6/20 2:31,2020,5,Wednesday,Summer,17.2,Cloudy,44.8,29.6,191.4,No,29949.2,2.5,84,135.3,289.8,2758.4
5/7/20 2:31,2020,5,Thursday,Summer,40.7,Cloudy,69.3,26.4,179.7,No,29385.4,6.5,83,66.4,538.5,4302.2
5/8/20 2:31,2020,5,Friday,Summer,40.8,Clear,75.3,9.1,94.1,Yes,25550.6,70.2,75,364.2,725.7,4639
5/9/20 2:31,2020,5,Saturday,Summer,40.5,Clear,52.3,16.9,139.2,No,18362.2,53.9,84.6,115.2,783.2,4512.6
5/10/20 2:31,2020,5,Sunday,Summer,18.4,Rainy,90,33.9,116.1,No,16746,32.6,72.4,456.7,899.3,3560.7
5/11/20 2:31,2020,5,Monday,Summer,25.8,Cloudy,53.2,26.8,138.7,No,11370.9,53.9,84.8,396.8,354.3,3592.4
5/12/20 2:31,2020,5,Tuesday,Summer,44.5,Rainy,52.2,29.3,165.9,No,18325.7,59.2,82.7,321,301.9,4330.4
5/13/20 2:31,2020,5,Wednesday,Summer,37,Rainy,22.9,23.5,6.9,No,13121,56.5,80.4,191.3,996.6,4575.6
5/14/20 2:31,2020,5,Thursday,Summer,11,Clear,64.1,18,65.2,No,15086.7,64.3,69.9,337.1,286.8,3503
5/15/20 2:31,2020,5,Friday,Summer,12.3,Rainy,76.7,30.4,191.9,No,27837.7,94,78.9,264.6,698.9,2814.5
5/16/20 2:31,2020,5,Saturday,Summer,26.2,Cloudy,29.2,2.7,189.9,No,29370.5,38.9,75.2,181,957.5,3599.8
5/17/20 2:31,2020,5,Sunday,Summer,41.8,Clear,44.4,26.9,2.2,No,28971.2,30.1,73.8,475.3,906.9,4985.7
5/18/20 2:31,2020,5,Monday,Summer,28.9,Cloudy,82.5,39.9,40.3,No,13867.1,3.8,89.7,122.9,498.9,4268.5
5/19/20 2:31,2020,5,Tuesday,Summer,27.4,Cloudy,49.3,31.2,198.8,No,28017.9,14.7,75.1,389,673.8,3246
5/20/20 2:31,2020,5,Wednesday,Summer,13.7,Clear,39.3,11.6,98.6,No,12830.1,10.6,61,410,576.2,3352.6
5/21/20 2:31,2020,5,Thursday,Summer,33,Cloudy,73.8,11.1,114.6,No,20153.2,33.5,78.8,478.3,412,4592
5/22/20 2:31,2020,5,Friday,Summer,38.8,Clear,35.7,26.7,33.3,No,22873.3,61,81.8,297.2,230,4595.9
5/23/20 2:31,2020,5,Saturday,Summer,23.3,Cloudy,91.7,35.8,178.9,No,19249.3,4.6,86.6,290.7,823.1,3471.2
5/24/20 2:31,2020,5,Sunday,Summer,37.1,Clear,28.4,23.1,46.3,No,29036.7,72.8,79,464.1,181.4,4448.2
5/25/20 2:31,2020,5,Monday,Summer,43.8,Rainy,76.5,21.1,37.9,No,16664.3,39.7,60.6,410.5,648.7,5341.5
5/26/20 2:31,2020,5,Tuesday,Summer,17.1,Cloudy,60,6.4,45.6,No,20547.6,96.4,63.6,393.6,634.9,4099.8
5/27/20 2:31,2020,5,Wednesday,Summer,28.3,Clear,89.6,28.6,183.9,No,11509,56.8,64.8,405.1,401.3,3819.8
5/28/20 2:31,2020,5,Thursday,Summer,20,Cloudy,30.1,28.1,140.6,No,27044.5,77.1,66.3,271.9,221.9,3038.8
5/29/20 2:31,2020,5,Friday,Summer,37.7,Cloudy,74.2,38.7,153.7,No,18267.3,86.1,84,68.6,819.7,4087.7
5/30/20 2:31,2020,5,Saturday,Summer,30.2,Cloudy,65.8,12,75.4,No,24010.6,88.9,69.3,139.2,515.7,4551.2
5/31/20 2:31,2020,5,Sunday,Summer,32.2,Clear,58.4,30.3,181.8,No,23644.9,51.8,69.4,339.3,752.7,3680.3
6/1/20 2:31,2020,6,Monday,Monsoon,37.9,Rainy,59.3,17.4,157.9,No,23525.3,39.7,82.7,228.3,114.8,4352.8
6/2/20 2:31,2020,6,Tuesday,Monsoon,23.9,Rainy,77.8,22.3,150.1,No,20138.8,56.1,72.4,323,167.1,3773.2
6/3/20 2:31,2020,6,Wednesday,Monsoon,42,Rainy,95,32.7,194.2,No,15550.4,40.2,61.9,298.3,258.3,4427.5
6/4/20 2:31,2020,6,Thursday,Monsoon,28.7,Clear,27.3,8.9,73.2,No,22501.9,24.1,77.6,247.4,202.5,4162
6/5/20 2:31,2020,6,Friday,Monsoon,15.5,Rainy,21.6,13.7,122.2,Yes,29235.8,32.4,63.9,155.6,272.5,2606.8
6/6/20 2:31,2020,6,Saturday,Monsoon,34.4,Clear,84.5,30.9,182,Yes,26679,23.3,77.1,373.5,717.8,3533.8
6/7/20 2:31,2020,6,Sunday,Monsoon,37.8,Cloudy,28.7,22.8,158.2,No,12175.4,26.9,83.4,459.1,142.3,3927.5
6/8/20 2:31,2020,6,Monday,Monsoon,21.1,Cloudy,98.9,3.7,112.7,No,10463.7,9.4,87.9,396.5,134.1,4406.4
6/9/20 2:31,2020,6,Tuesday,Monsoon,40,Rainy,69.5,17.2,15.2,No,19979.4,42.6,62,104,128.5,5275.2
6/10/20 2:31,2020,6,Wednesday,Monsoon,41.7,Clear,72.1,23.5,130.5,No,25516.6,23.5,69.1,292.1,727.9,4684.4
6/11/20 2:31,2020,6,Thursday,Monsoon,19.7,Cloudy,35.9,36.4,105.3,No,16278.1,44.8,79.6,425.9,582.5,3089.5
6/12/20 2:31,2020,6,Friday,Monsoon,44.4,Clear,39.2,7.5,36.8,No,24024.8,79.2,69.5,315.9,433.2,5278.4
6/13/20 2:31,2020,6,Saturday,Monsoon,14.9,Clear,72.7,32.2,176.5,No,28638.4,44.8,73.5,247.8,708,2946.7
6/14/20 2:31,2020,6,Sunday,Monsoon,17.1,Cloudy,92.8,5.2,68.6,No,19179.7,95.5,60.6,178,598.2,4333.6
6/15/20 2:31,2020,6,Monday,Monsoon,16.4,Clear,98.6,9.7,77.5,No,14883.2,14.8,80.8,198.7,106.6,4227
6/16/20 2:31,2020,6,Tuesday,Monsoon,41.3,Cloudy,35.8,9.7,134.5,No,28355.2,85,86.5,159,854.7,4555.8
6/17/20 2:31,2020,6,Wednesday,Monsoon,32.9,Cloudy,30.7,35.1,97.8,No,19445.3,24.8,89.3,138.1,415.2,3761.5
6/18/20 2:31,2020,6,Thursday,Monsoon,15.3,Cloudy,24.5,8,17.9,No,18156.8,93.4,84.9,315,459.6,3762.8
6/19/20 2:31,2020,6,Friday,Monsoon,25.4,Clear,89.5,31.5,77.5,No,17067.2,22.7,61,279.2,804.1,4148.2
6/20/20 2:31,2020,6,Saturday,Monsoon,31.5,Cloudy,43.6,18.5,18.9,No,18460.3,74.7,79.6,380.7,268.4,4548.6
6/21/20 2:31,2020,6,Sunday,Monsoon,12.9,Clear,20.1,40,38.2,No,23473.2,6.2,74.9,188.6,109.1,2857.5
6/22/20 2:31,2020,6,Monday,Monsoon,40.9,Cloudy,37.9,33.6,1.4,No,18674.4,63,88.1,257.4,918,4744.8
6/23/20 2:31,2020,6,Tuesday,Monsoon,38.1,Cloudy,47.2,29.6,36.3,No,16484.5,21.9,87.1,356.2,554.9,4605.6
6/24/20 2:31,2020,6,Wednesday,Monsoon,27.7,Rainy,99.3,34.8,66.1,No,24872.8,67,89.6,483.5,414.6,4349.9
6/25/20 2:31,2020,6,Thursday,Monsoon,43.8,Rainy,61.9,25.4,107.6,No,14059.4,63.6,85.9,207,837.1,4765.9
6/26/20 2:31,2020,6,Friday,Monsoon,24.6,Rainy,36.4,33.7,183.9,No,14038.7,92.4,76.4,184.2,123.7,3000.7
6/27/20 2:31,2020,6,Saturday,Monsoon,44.4,Clear,46.8,10.4,108.1,No,23928.7,62.7,81.4,252.2,282.1,4940.8
6/28/20 2:31,2020,6,Sunday,Monsoon,33.4,Clear,46.4,3.9,141.1,No,27334.1,40.8,88.9,375.7,239.8,4349.3
6/29/20 2:31,2020,6,Monday,Monsoon,32.2,Cloudy,21.6,24.6,71.5,No,14824.2,19.4,77.3,482.7,764,3976
6/30/20 2:31,2020,6,Tuesday,Monsoon,15.8,Cloudy,30.8,17.4,150.3,Yes,13822.5,65.7,85.2,291.4,380.9,2499.2
7/1/20 2:31,2020,7,Wednesday,Monsoon,40.9,Cloudy,75.6,17.1,124.1,No,23406.1,11.6,88.3,415.6,795.6,4837.9
7/2/20 2:31,2020,7,Thursday,Monsoon,25,Cloudy,29.6,21.1,92,No,22416.1,82.9,77.1,259,137.3,3663.1
7/3/20 2:31,2020,7,Friday,Monsoon,15.7,Clear,38.5,14.5,38.8,No,18945,24.7,64.8,67.9,647.3,3685.6
7/4/20 2:31,2020,7,Saturday,Monsoon,10.4,Cloudy,48.1,25,60.7,No,11917.2,52.4,64.7,452.4,386.4,3198.3
7/5/20 2:31,2020,7,Sunday,Monsoon,29.6,Cloudy,80.6,1.2,124.2,No,11835.7,59.6,63.5,180.4,268.2,4640.4
7/6/20 2:31,2020,7,Monday,Monsoon,28.5,Rainy,66.6,38.8,85.2,No,25546.8,36.2,74.3,112.4,835.1,3886.9
7/7/20 2:31,2020,7,Tuesday,Monsoon,35.2,Cloudy,75.1,37,177.9,No,19035.4,66.4,74.4,498.3,471,3880.9
7/8/20 2:31,2020,7,Wednesday,Monsoon,41.2,Cloudy,65.4,37.4,47,No,27159.3,25,78.5,206.3,614.5,4728.5
7/9/20 2:31,2020,7,Thursday,Monsoon,12.8,Cloudy,74.7,14.6,14.6,No,21494.7,3.5,74.5,111.4,129.8,4020.8
7/10/20 2:31,2020,7,Friday,Monsoon,35.6,Clear,20.2,21.3,117.9,No,22374.8,95.9,89.2,190.2,812.5,3967.5
7/11/20 2:31,2020,7,Saturday,Monsoon,16.6,Rainy,94.5,38.2,177.2,No,28683.9,32,68.7,281.2,358.2,3123.3
7/12/20 2:31,2020,7,Sunday,Monsoon,40,Cloudy,28.9,36.1,72.9,No,13292.3,71.3,86.2,89.6,724.1,4203.9
7/13/20 2:31,2020,7,Monday,Monsoon,38.7,Cloudy,52.5,31.6,129.5,No,20860.5,50.8,63,208.7,784.4,4178.5
7/14/20 2:31,2020,7,Tuesday,Monsoon,28.9,Rainy,81.7,16.3,46.3,Yes,11162.8,66.9,78.1,351,205.4,4205.9
7/15/20 2:31,2020,7,Wednesday,Monsoon,34.9,Cloudy,54.8,22.6,111.7,No,17178.5,11.1,79.4,462.2,366.3,4281.2
7/16/20 2:31,2020,7,Thursday,Monsoon,21,Clear,95.7,31.7,157.4,No,12962,51.9,83.2,228.8,751.1,3586.5
7/17/20 2:31,2020,7,Friday,Monsoon,26.5,Cloudy,57.4,10.9,173.4,Yes,13756.7,39.2,75.1,304.1,309,3313.2
